id, 10, 100, 1000, 10000, 100000, 1000000, 100000000,
32,27005,253812,1226665,11867838,120353102,1153457877,1173088705,
33,28349,256060,1223787,11943426,120914334,1153488911,1188955950,
34,28128,262100,1227329,12392641,120294475,1178479886,1176138978,
35,27601,257213,1209641,12039031,118004147,1190454853,1181967635,
36,27511,259914,1228152,12463150,119592124,1189192572,1185380130,
37,27945,256638,1232680,12089068,119312079,1186076008,1190354243,
38,26960,256716,1203269,11940343,117624755,1171176724,1200493163,
39,27277,255003,1214941,12171570,119267998,1177269800,1189568103,
40,27650,254854,1285861,11987636,118948832,1191724948,1187667690,
41,28426,254708,1334433,12552376,120069782,1158922435,1175052800,
42,26639,260335,1256314,12175565,118936991,1184771008,1183346929,
43,27002,257400,1206230,11559594,118823712,1223729195,1191475418,
44,27195,256194,1282585,12524223,118173274,1183665833,1188609332,
45,28142,239739,1219176,12069130,119416213,1191148098,1201835383,
46,28214,240808,1221334,12010775,116255964,1173607296,1183406064,
47,27971,237504,1296124,12762332,118248230,1226557746,1175957944,
48,27767,239182,1223182,12045294,120086894,1175910324,1193741190,
49,28963,235651,1226757,13205303,119097543,1154925608,1187812198,
50,27561,234536,1205161,11820626,118293509,1177094985,1171136299,
51,27738,237268,1237459,11997389,120319828,1179818065,1191109117,
52,26879,231908,1181108,13068038,120934673,1198321739,1191065572,
53,27621,237729,1221151,12017514,119084638,1197051819,1174703525,
54,27587,236386,1230690,12800665,121612972,1219767853,1181639650,
55,27206,235243,1231867,12076681,118161061,1178412999,1191436693,
56,29110,234078,1228384,11977016,118030986,1196763029,1189366331,
57,27809,242878,1229944,12540549,119236395,1183298240,1192702085,
58,27719,237423,1221606,11903837,120246881,1188294440,1188621055,
59,27570,241405,1231968,12712197,120420091,1172218094,1192801174,
60,27352,239796,1204183,12210321,118760651,1186621433,1180720051,
61,27636,240202,1217265,12006173,117829497,1180186124,1193010109,
62,27066,238907,1200543,12860217,118591255,1181786842,1188436155,
63,27320,240027,1226803,12009790,119380649,1186927660,1194772071,
64,27537,237588,1248853,12019453,119514147,1186532390,1195259433,
65,27414,238906,1310159,12568856,118995625,1152777778,1173872975,
66,26982,239681,1341036,11893094,119181853,1173434851,1183701117,
67,28028,238892,1300192,12614065,120128217,1183603148,1190071873,
68,27160,237787,1226794,11985856,119533376,1206075241,1194596900,
69,27569,237137,1365407,12056437,118540755,1178118277,1198849696,
70,27922,238826,1257970,12466210,119781634,1183149657,1189981068,
71,27580,239387,1233375,11886455,119630103,1189639107,1178131023,
72,28245,238847,1245541,12400652,119148595,1199380022,1185525791,
73,27475,238363,1198884,11802867,118846394,1188893626,1193572803,
74,27208,235263,1269979,11972269,118407653,1170867771,1172750494,
75,27111,235000,1224748,12367002,119388546,1186838262,1182278225,
76,26954,247798,1230868,11918671,118600586,1186065829,1186251726,
77,27375,237596,1229809,11788908,119743785,1187719311,1184239013,
78,27251,241733,1225640,12385256,118815800,1194124122,1181360176,
79,26969,237042,1230347,11881537,120461785,1180776714,1172106659,
80,26759,237952,1199702,12492268,121548841,1193964753,1186372808,
81,27802,233499,1233507,12192959,118270143,1183308081,1184284359,
82,28371,237067,1221170,11827395,123018548,1202631502,1194209201,
83,27068,238443,1195828,12509447,119372479,1194188693,1175423129,
84,27590,236125,1199302,11905326,118737393,1177105918,1179044279,
85,27056,242214,1241493,12013646,121108410,1154107597,1211359712,
86,27474,235885,1233431,12111258,120164108,1185200131,1226901265,
87,26796,239681,1230073,12046289,118990716,1190698127,1202231485,
88,27203,235428,1193316,12479999,120949395,1191061033,1203525847,
89,26913,234531,1263018,12048664,118580914,1181853608,1200025496,
90,27518,240884,1305067,11957616,116031318,1191332890,1221463397,
91,27718,235865,1343833,12530096,118922638,1189107336,1205000631,
92,27446,238218,1305044,11948452,119329306,1187709695,1190798182,
93,27598,275356,1241538,12342688,118552174,1174238262,1229028721,
94,27240,219627,1185718,11863132,119120987,1189864024,1297628193,
95,27624,224363,1283755,11788939,120508127,1182362279,1210255400,
96,27678,235874,1197536,12493728,120132033,1173662362,1177611402,
97,27226,220203,1208663,12019544,120327309,1181926079,1190527674,
98,28537,221146,1230905,12122995,119123846,1205206837,1203560570,
99,27600,222760,1226838,12302443,118058169,1173325348,1290094049,
